 -211.20928269  -13.18289040 -211.42883495    8.99985787 -208.79420773  -13.05613184 -209.01376000    8.87309931   -0.21955229   22.18274708   -0.21955229   21.92922997    0.00000000    0.00000000
 -214.94167126  -11.28151198 -214.94167126   11.28151198 -212.52659630  -11.15475342 -212.52659630   11.15475342    0.00000000   22.56302275    0.00000000   22.30950564    0.00000000    0.00000000
 -218.67405983   -9.38013355 -218.45450756   13.56316609 -216.25898487   -9.25337499 -216.03943260   13.43640752    0.21955229   22.94329841    0.21955229   22.68978130    0.00000000    0.00000000
    8.78209076 -121.18118484   -3.95194084 -121.43470197   11.19716571 -121.05442628   -1.53686588 -121.56146053  -12.73403304   -0.25351711  -12.73403304   -0.50703422    0.00000000    0.00000000
    5.04970218 -119.27980642   -7.46477714 -119.15304786    7.46477714 -119.15304786   -5.04970218 -119.27980642  -12.51448074    0.12675855  -12.51448074   -0.12675855    0.00000000    0.00000000
    1.31731361 -117.37842800  -10.97761345 -116.87139375    3.73238857 -117.25166944   -8.56253849 -116.99815231  -12.29492845    0.50703422  -12.29492845    0.25351711    0.00000000    0.00000000
   -2.41507496 -115.47704957  -14.49044975 -114.58973964   -0.00000000 -115.35029101  -12.07537479 -114.71649821  -12.07537616    0.88730988  -12.07537616    0.63379277    0.00000000    0.00000000
   -6.14746353 -113.57567115  -18.00328605 -112.30808554   -3.73238857 -113.44891259  -15.58821109 -112.43484410  -11.85582386    1.26758555  -11.85582386    1.01406844    0.00000000    0.00000000
   -9.87985210 -111.67429273  -21.51612235 -110.02643143   -7.46477714 -111.54753417  -19.10104739 -110.15318999  -11.63627157    1.64786121  -11.63627157    1.39434410    0.00000000    0.00000000
  -13.61224067 -109.77291430  -25.02895866 -107.74477732  -11.19716571 -109.64615574  -22.61388370 -107.87153588  -11.41671927    2.02813688  -11.41671927    1.77461977    0.00000000    0.00000000
  -17.34462924 -107.87153588  -28.54179496 -105.46312321  -14.92955429 -107.74477732  -26.12672000 -105.58988177  -11.19716698    2.40841254  -11.19716698    2.15489543    0.00000000    0.00000000
